fit_time,score_time,test_accuracy,train_accuracy,test_balanced_accuracy,train_balanced_accuracy,test_precision_micro,train_precision_micro,test_recall_micro,train_recall_micro,test_f1_micro,train_f1_micro
0.5638537406921387,0.3107912540435791,0.8676368676368676,0.979785144969389,0.8482149155867417,0.9781414745625078,0.8676368676368676,0.979785144969389,0.8676368676368676,0.979785144969389,0.8676368676368676,0.979785144969389
0.17671656608581543,0.339813232421875,0.8715638715638716,0.9800739286126834,0.8535870013968042,0.9782978556348659,0.8715638715638716,0.9800739286126834,0.8715638715638716,0.9800739286126834,0.8715638715638717,0.9800739286126834
0.26194024085998535,0.21256566047668457,0.8796488796488796,0.9790920642254822,0.8635051768191694,0.9773733100248119,0.8796488796488796,0.9790920642254822,0.8796488796488796,0.9790920642254822,0.8796488796488796,0.9790920642254822
0.354616641998291,0.27660250663757324,0.8731515711645101,0.9793820386947734,0.8586625432382095,0.977588253069895,0.8731515711645101,0.9793820386947734,0.8731515711645101,0.9793820386947734,0.8731515711645101,0.9793820386947734
0.19239115715026855,0.331622838973999,0.8754621072088724,0.979151025122726,0.8607482592514341,0.9770178667573932,0.8754621072088724,0.979151025122726,0.8754621072088724,0.979151025122726,0.8754621072088724,0.979151025122726
